disease,rank,drug,drugbank,score
Hypertension,1,DB00722,DB00722,9.02
Hypertension,2,DB00492,DB00492,8.48
Hypertension,3,DB00881,DB00881,8.48
Hypertension,4,DB00519,DB00519,8.47
Hypertension,5,furosemide,DB00695,8.37
Hypertension,6,DB00178,DB00178,8.34
Hypertension,7,DB00214,DB00214,8.15
Hypertension,8,losartan,DB00678,8.14
Hypertension,9,DB00692,DB00692,8.12
Hypertension,10,DB01197,DB01197,7.96
Hypertension,11,DB00691,DB00691,7.87
Hypertension,12,DB01029,DB01029,7.86
Hypertension,13,DB00887,DB00887,7.67
Hypertension,14,DB01210,DB01210,6.72
Hypertension,15,DB00988,DB00988,6.53
Hypertension,16,DB01088,DB01088,6.48
Hypertension,17,DB00657,DB00657,6.44
Hypertension,18,DB00575,DB00575,6.20
Hypertension,19,DB01148,DB01148,6.16
Hypertension,20,DB00880,DB00880,5.98
Hypertension,21,DB00999,DB00999,5.94
Hypertension,22,spironolactone,DB00421,5.85
Hypertension,23,DB00524,DB00524,5.76
Hypertension,24,DB01193,DB01193,5.36
Hypertension,25,DB00310,DB00310,5.32
Hypertension,26,DB04861,DB04861,5.20
Hypertension,27,DB00790,DB00790,4.81
Hypertension,28,DB00903,DB00903,4.76
Hypertension,29,DB00436,DB00436,4.47
Hypertension,30,DB00808,DB00808,4.39
Hypertension,31,DB01021,DB01021,3.93
Hypertension,32,atenolol,DB00335,3.92
Hypertension,33,digoxin,DB00390,3.86
Hypertension,34,DB00232,DB00232,3.83
Hypertension,35,DB00968,DB00968,3.46
Hypertension,36,DB01203,DB01203,3.40
Hypertension,37,DB00275,DB00275,3.36
Hypertension,38,DB00796,DB00796,3.35
Hypertension,39,DB00876,DB00876,3.32
Hypertension,40,DB00800,DB00800,3.30
Hypertension,41,DB08822,DB08822,3.29
Hypertension,42,DB00177,DB00177,3.16
Hypertension,43,DB00457,DB00457,3.15
Hypertension,44,DB09477,DB09477,3.10
Hypertension,45,DB01162,DB01162,3.06
Hypertension,46,DB00590,DB00590,2.97
Hypertension,47,DB01359,DB01359,2.94
Hypertension,48,DB00571,DB00571,2.86
Hypertension,49,DB00270,DB00270,2.84
Hypertension,50,DB00622,DB00622,2.79
Asthma,1,DB00620,DB00620,7.31
Asthma,2,methylprednisolone,DB00959,7.25
Asthma,3,cyclosporine,DB00091,7.21
Asthma,4,DB01234,DB01234,7.13
Asthma,5,DB00864,DB00864,7.09
Asthma,6,DB00741,DB00741,6.87
Asthma,7,DB01003,DB01003,6.84
Asthma,8,DB01410,DB01410,6.65
Asthma,9,DB00394,DB00394,6.64
Asthma,10,DB00764,DB00764,6.55
Asthma,11,DB00852,DB00852,6.34
Asthma,12,DB00180,DB00180,6.31
Asthma,13,DB00668,DB00668,6.25
Asthma,14,DB00549,DB00549,6.17
Asthma,15,DB00816,DB00816,6.16
Asthma,16,prednisone,DB00635,6.12
Asthma,17,DB01291,DB01291,6.08
Asthma,18,DB00938,DB00938,6.07
Asthma,19,DB00221,DB00221,6.07
Asthma,20,DB00901,DB00901,6.07
Asthma,21,DB00983,DB00983,6.07
Asthma,22,DB01364,DB01364,6.05
Asthma,23,DB00471,DB00471,6.05
Asthma,24,DB00651,DB00651,6.04
Asthma,25,DB01223,DB01223,6.04
Asthma,26,DB00332,DB00332,6.02
Asthma,27,DB00716,DB00716,6.01
Asthma,28,DB00744,DB00744,5.96
Asthma,29,DB01064,DB01064,5.79
Asthma,30,DB00443,DB00443,5.52
Asthma,31,DB01380,DB01380,5.47
Asthma,32,DB00535,DB00535,4.88
Asthma,33,DB00218,DB00218,4.71
Asthma,34,DB06151,DB06151,4.63
Asthma,35,DB01505,DB01505,4.41
Asthma,36,azathioprine,DB00993,4.32
Asthma,37,DB00663,DB00663,4.25
Asthma,38,DB14512,DB14512,4.22
Asthma,39,DB00537,DB00537,4.17
Asthma,40,DB01137,DB01137,4.12
Asthma,41,DB00253,DB00253,4.08
Asthma,42,DB08897,DB08897,3.88
Asthma,43,DB06739,DB06739,3.88
Asthma,44,DB00885,DB00885,3.88
Asthma,45,DB00618,DB00618,3.85
Asthma,46,DB06791,DB06791,3.81
Asthma,47,DB01656,DB01656,3.68
Asthma,48,DB04339,DB04339,3.32
Asthma,49,DB01013,DB01013,2.87
Asthma,50,DB01165,DB01165,2.41
"Dermatitis, Atopic",1,methylprednisolone,DB00959,10.62
"Dermatitis, Atopic",2,DB00443,DB00443,10.52
"Dermatitis, Atopic",3,DB01234,DB01234,10.31
"Dermatitis, Atopic",4,DB00620,DB00620,10.11
"Dermatitis, Atopic",5,DB00741,DB00741,10.00
"Dermatitis, Atopic",6,prednisone,DB00635,9.87
"Dermatitis, Atopic",7,DB01380,DB01380,9.83
"Dermatitis, Atopic",8,azathioprine,DB00993,8.86
"Dermatitis, Atopic",9,mycophenolate,DB00688,7.79
"Dermatitis, Atopic",10,DB00545,DB00545,6.40
"Dermatitis, Atopic",11,DB01611,DB01611,4.19
"Dermatitis, Atopic",12,ursodiol,DB01586,1.11
"Dermatitis, Atopic",13,leflunomide,DB01097,1.04
"Dermatitis, Atopic",14,chlorambucil,DB00291,0.80
"Dermatitis, Atopic",15,DB00759,DB00759,0.78
"Dermatitis, Atopic",16,lomustine,DB01206,0.70
"Dermatitis, Atopic",17,DB00608,DB00608,0.68
"Dermatitis, Atopic",18,DB11817,DB11817,0.66
"Dermatitis, Atopic",19,DB00945,DB00945,0.61
"Dermatitis, Atopic",20,DB03904,DB03904,0.54
"Dermatitis, Atopic",21,DB00591,DB00591,0.53
"Dermatitis, Atopic",22,DB01260,DB01260,0.51
"Dermatitis, Atopic",23,DB00663,DB00663,0.49
"Dermatitis, Atopic",24,DB00253,DB00253,0.49
"Dermatitis, Atopic",25,DB00936,DB00936,0.42
"Dermatitis, Atopic",26,DB11611,DB11611,0.42
"Dermatitis, Atopic",27,clopidogrel,DB00758,0.38
"Dermatitis, Atopic",28,DB01410,DB01410,0.34
"Dermatitis, Atopic",29,DB00394,DB00394,0.34
"Dermatitis, Atopic",30,DB00588,DB00588,0.34
"Dermatitis, Atopic",31,DB08799,DB08799,0.34
"Dermatitis, Atopic",32,DB01084,DB01084,0.33
"Dermatitis, Atopic",33,DB08802,DB08802,0.33
"Dermatitis, Atopic",34,DB14540,DB14540,0.33
"Dermatitis, Atopic",35,DB01246,DB01246,0.33
"Dermatitis, Atopic",36,DB00557,DB00557,0.32
"Dermatitis, Atopic",37,DB00768,DB00768,0.30
"Dermatitis, Atopic",38,DB11921,DB11921,0.30
"Dermatitis, Atopic",39,DB00337,DB00337,0.29
"Dermatitis, Atopic",40,DB00920,DB00920,0.29
"Dermatitis, Atopic",41,DB00764,DB00764,0.26
"Dermatitis, Atopic",42,DB00770,DB00770,0.25
"Dermatitis, Atopic",43,DB00751,DB00751,0.24
"Dermatitis, Atopic",44,DB00114,DB00114,0.23
"Dermatitis, Atopic",45,DB00926,DB00926,0.23
"Dermatitis, Atopic",46,DB00271,DB00271,0.23
"Dermatitis, Atopic",47,DB12877,DB12877,0.23
"Dermatitis, Atopic",48,DB08906,DB08906,0.23
"Dermatitis, Atopic",49,DB08803,DB08803,0.22
"Dermatitis, Atopic",50,DB01142,DB01142,0.22
Breast Neoplasms,1,vincristine,DB00541,13.98
Breast Neoplasms,2,DB00851,DB00851,11.21
Breast Neoplasms,3,gemcitabine,DB00441,8.83
Breast Neoplasms,4,vinblastine,DB00570,8.49
Breast Neoplasms,5,imatinib,DB00619,8.28
Breast Neoplasms,6,DB00523,DB00523,8.00
Breast Neoplasms,7,daunorubicin,DB00694,7.37
Breast Neoplasms,8,vinorelbine,DB00361,6.87
Breast Neoplasms,9,sorafenib,DB00398,6.54
Breast Neoplasms,10,DB00926,DB00926,6.53
Breast Neoplasms,11,DB00067,DB00067,6.47
Breast Neoplasms,12,mitoxantrone,DB01204,5.18
Breast Neoplasms,13,bleomycin,DB00290,4.77
Breast Neoplasms,14,lomustine,DB01206,3.60
Breast Neoplasms,15,DB01042,DB01042,2.45
Breast Neoplasms,16,prednisolone,DB00860,2.43
Breast Neoplasms,17,DB00755,DB00755,1.94
Breast Neoplasms,18,DB00845,DB00845,1.71
Breast Neoplasms,19,DB01234,DB01234,1.52
Breast Neoplasms,20,DB08871,DB08871,1.52
Breast Neoplasms,21,DB00443,DB00443,1.37
Breast Neoplasms,22,chlorambucil,DB00291,1.35
Breast Neoplasms,23,methylprednisolone,DB00959,1.34
Breast Neoplasms,24,methotrexate,DB00563,1.29
Breast Neoplasms,25,cytarabine,DB00987,1.27
Breast Neoplasms,26,DB00282,DB00282,1.25
Breast Neoplasms,27,fluorouracil,DB00544,1.24
Breast Neoplasms,28,DB08910,DB08910,1.19
Breast Neoplasms,29,DB00999,DB00999,1.17
Breast Neoplasms,30,DB00262,DB00262,1.17
Breast Neoplasms,31,DB06809,DB06809,1.16
Breast Neoplasms,32,DB01073,DB01073,1.14
Breast Neoplasms,33,paclitaxel,DB01229,1.12
Breast Neoplasms,34,DB08889,DB08889,1.08
Breast Neoplasms,35,DB00741,DB00741,1.07
Breast Neoplasms,36,DB06603,DB06603,1.07
Breast Neoplasms,37,DB00188,DB00188,0.95
Breast Neoplasms,38,DB13832,DB13832,0.92
Breast Neoplasms,39,DB00399,DB00399,0.92
Breast Neoplasms,40,DB00620,DB00620,0.90
Breast Neoplasms,41,DB01248,DB01248,0.90
Breast Neoplasms,42,DB00480,DB00480,0.85
Breast Neoplasms,43,etoposide,DB00773,0.79
Breast Neoplasms,44,DB09256,DB09256,0.73
Breast Neoplasms,45,DB06287,DB06287,0.73
Breast Neoplasms,46,capecitabine,DB01101,0.69
Breast Neoplasms,47,DB00445,DB00445,0.61
Breast Neoplasms,48,everolimus,DB01590,0.58
Breast Neoplasms,49,DB06595,DB06595,0.58
Breast Neoplasms,50,DB01380,DB01380,0.57
Brain Neoplasms,1,DB01234,DB01234,8.83
Brain Neoplasms,2,methylprednisolone,DB00959,7.91
Brain Neoplasms,3,DB00443,DB00443,7.63
Brain Neoplasms,4,cytarabine,DB00987,7.55
Brain Neoplasms,5,imatinib,DB00619,7.12
Brain Neoplasms,6,DB01008,DB01008,6.89
Brain Neoplasms,7,cyclosporine,DB00091,6.83
Brain Neoplasms,8,vincristine,DB00541,6.49
Brain Neoplasms,9,DB00262,DB00262,6.29
Brain Neoplasms,10,DB00741,DB00741,6.27
Brain Neoplasms,11,DB00309,DB00309,6.24
Brain Neoplasms,12,DB01181,DB01181,6.13
Brain Neoplasms,13,DB00851,DB00851,6.11
Brain Neoplasms,14,DB13832,DB13832,5.88
Brain Neoplasms,15,prednisone,DB00635,5.88
Brain Neoplasms,16,chlorambucil,DB00291,5.86
Brain Neoplasms,17,DB01042,DB01042,5.71
Brain Neoplasms,18,DB01380,DB01380,5.70
Brain Neoplasms,19,DB00620,DB00620,5.67
Brain Neoplasms,20,DB11921,DB11921,5.10
Brain Neoplasms,21,DB00888,DB00888,5.09
Brain Neoplasms,22,streptozocin,DB00428,5.04
Brain Neoplasms,23,DB06412,DB06412,5.01
Brain Neoplasms,24,vinorelbine,DB00361,4.95
Brain Neoplasms,25,DB01013,DB01013,4.65
Brain Neoplasms,26,DB04868,DB04868,4.60
Brain Neoplasms,27,DB00236,DB00236,4.52
Brain Neoplasms,28,etoposide,DB00773,3.83
Brain Neoplasms,29,DB00233,DB00233,3.69
Brain Neoplasms,30,methotrexate,DB00563,3.43
Brain Neoplasms,31,DB04865,DB04865,3.40
Brain Neoplasms,32,DB00324,DB00324,3.34
Brain Neoplasms,33,DB01280,DB01280,2.97
Brain Neoplasms,34,DB02546,DB02546,2.82
Brain Neoplasms,35,DB00864,DB00864,2.81
Brain Neoplasms,36,DB01073,DB01073,2.05
Brain Neoplasms,37,vinblastine,DB00570,1.89
Brain Neoplasms,38,DB06813,DB06813,1.77
Brain Neoplasms,39,doxorubicin,DB00997,1.41
Brain Neoplasms,40,dasatinib,DB01254,1.40
Brain Neoplasms,41,daunorubicin,DB00694,1.31
Brain Neoplasms,42,DB00755,DB00755,1.30
Brain Neoplasms,43,DB01169,DB01169,1.13
Brain Neoplasms,44,DB00242,DB00242,1.08
Brain Neoplasms,45,fluorouracil,DB00544,0.98
Brain Neoplasms,46,mitoxantrone,DB01204,0.93
Brain Neoplasms,47,DB01201,DB01201,0.89
Brain Neoplasms,48,capecitabine,DB01101,0.83
Brain Neoplasms,49,DB01248,DB01248,0.83
Brain Neoplasms,50,DB00552,DB00552,0.82
Osteoarthritis,1,DB01068,DB01068,12.39
Osteoarthritis,2,DB00564,DB00564,10.32
Osteoarthritis,3,zonisamide,DB00909,10.09
Osteoarthritis,4,DB00794,DB00794,10.07
Osteoarthritis,5,levetiracetam,DB01202,9.75
Osteoarthritis,6,DB00776,DB00776,9.52
Osteoarthritis,7,DB00181,DB00181,9.47
Osteoarthritis,8,DB01219,DB01219,8.56
Osteoarthritis,9,DB01296,DB01296,8.53
Osteoarthritis,10,DB00861,DB00861,7.95
Osteoarthritis,11,DB00580,DB00580,7.86
Osteoarthritis,12,DB00749,DB00749,6.97
Osteoarthritis,13,DB08872,DB08872,5.63
Osteoarthritis,14,DB00586,DB00586,5.56
Osteoarthritis,15,DB00230,DB00230,5.55
Osteoarthritis,16,DB01200,DB01200,5.21
Osteoarthritis,17,DB00575,DB00575,4.90
Osteoarthritis,18,DB00605,DB00605,4.83
Osteoarthritis,19,fluoxetine,DB00472,4.45
Osteoarthritis,20,methylprednisolone,DB00959,3.26
Osteoarthritis,21,DB00371,DB00371,2.96
Osteoarthritis,22,DB00788,DB00788,2.91
Osteoarthritis,23,DB00945,DB00945,2.73
Osteoarthritis,24,prednisolone,DB00860,2.71
Osteoarthritis,25,DB00991,DB00991,2.66
Osteoarthritis,26,DB01234,DB01234,2.48
Osteoarthritis,27,DB00482,DB00482,2.48
Osteoarthritis,28,DB00328,DB00328,2.41
Osteoarthritis,29,DB01050,DB01050,2.35
Osteoarthritis,30,DB01009,DB01009,2.29
Osteoarthritis,31,DB00741,DB00741,2.28
Osteoarthritis,32,piroxicam,DB00554,2.24
Osteoarthritis,33,DB00443,DB00443,2.10
Osteoarthritis,34,DB00712,DB00712,2.09
Osteoarthritis,35,DB00500,DB00500,2.09
Osteoarthritis,36,DB04844,DB04844,2.04
Osteoarthritis,37,DB00620,DB00620,2.01
Osteoarthritis,38,DB00573,DB00573,1.98
Osteoarthritis,39,DB00190,DB00190,1.98
Osteoarthritis,40,DB01235,DB01235,1.88
Osteoarthritis,41,DB00413,DB00413,1.88
Osteoarthritis,42,DB05271,DB05271,1.87
Osteoarthritis,43,DB00268,DB00268,1.86
Osteoarthritis,44,DB00122,DB00122,1.60
Osteoarthritis,45,DB00745,DB00745,1.59
Osteoarthritis,46,prednisone,DB00635,1.53
Osteoarthritis,47,DB00924,DB00924,1.45
Osteoarthritis,48,DB01380,DB01380,1.28
Osteoarthritis,49,DB01399,DB01399,1.24
Osteoarthritis,50,DB00469,DB00469,0.91
"Arthritis, Rheumatoid",1,DB00864,DB00864,10.73
"Arthritis, Rheumatoid",2,methylprednisolone,DB00959,9.11
"Arthritis, Rheumatoid",3,DB00443,DB00443,8.73
"Arthritis, Rheumatoid",4,DB01234,DB01234,8.71
"Arthritis, Rheumatoid",5,prednisone,DB00635,8.56
"Arthritis, Rheumatoid",6,DB00741,DB00741,8.37
"Arthritis, Rheumatoid",7,DB00620,DB00620,8.35
"Arthritis, Rheumatoid",8,DB01380,DB01380,8.07
"Arthritis, Rheumatoid",9,DB00945,DB00945,7.75
"Arthritis, Rheumatoid",10,mycophenolate,DB00688,7.72
"Arthritis, Rheumatoid",11,azathioprine,DB00993,7.36
"Arthritis, Rheumatoid",12,methotrexate,DB00563,6.80
"Arthritis, Rheumatoid",13,DB00545,DB00545,6.61
"Arthritis, Rheumatoid",14,DB11817,DB11817,6.46
"Arthritis, Rheumatoid",15,auranofin,DB00995,6.36
"Arthritis, Rheumatoid",16,DB00788,DB00788,6.21
"Arthritis, Rheumatoid",17,sulfasalazine,DB00795,5.74
"Arthritis, Rheumatoid",18,DB11611,DB11611,5.44
"Arthritis, Rheumatoid",19,DB01394,DB01394,5.27
"Arthritis, Rheumatoid",20,DB00328,DB00328,5.16
"Arthritis, Rheumatoid",21,allopurinol,DB00437,5.04
"Arthritis, Rheumatoid",22,DB04854,DB04854,3.52
"Arthritis, Rheumatoid",23,piroxicam,DB00554,2.42
"Arthritis, Rheumatoid",24,vinblastine,DB00570,1.63
"Arthritis, Rheumatoid",25,DB11560,DB11560,1.61
"Arthritis, Rheumatoid",26,DB00482,DB00482,1.60
"Arthritis, Rheumatoid",27,DB01009,DB01009,1.24
"Arthritis, Rheumatoid",28,ursodiol,DB01586,1.19
"Arthritis, Rheumatoid",29,DB00991,DB00991,1.03
"Arthritis, Rheumatoid",30,DB12319,DB12319,0.99
"Arthritis, Rheumatoid",31,DB01611,DB01611,0.87
"Arthritis, Rheumatoid",32,chlorambucil,DB00291,0.82
"Arthritis, Rheumatoid",33,DB01050,DB01050,0.76
"Arthritis, Rheumatoid",34,lomustine,DB01206,0.66
"Arthritis, Rheumatoid",35,DB00759,DB00759,0.38
"Arthritis, Rheumatoid",36,DB00712,DB00712,0.33
"Arthritis, Rheumatoid",37,DB00573,DB00573,0.30
"Arthritis, Rheumatoid",38,clopidogrel,DB00758,0.29
"Arthritis, Rheumatoid",39,DB01399,DB01399,0.25
"Arthritis, Rheumatoid",40,DB03904,DB03904,0.24
"Arthritis, Rheumatoid",41,DB00770,DB00770,0.24
"Arthritis, Rheumatoid",42,DB00500,DB00500,0.24
"Arthritis, Rheumatoid",43,DB11921,DB11921,0.23
"Arthritis, Rheumatoid",44,DB05676,DB05676,0.22
"Arthritis, Rheumatoid",45,DB00591,DB00591,0.22
"Arthritis, Rheumatoid",46,DB01260,DB01260,0.22
